Text,True Labels,Predicted labels
النشرة الإخبارية الصادرة عن الأونروا رقم 113 ( 1986 / 1 / 8 ),"['O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']"
النشرة الإخبارية الصادرة عن الأونروا رقم 13 اّب ( 1979 ),"['O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORDINAL', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-DATE', 'O']"
النشرة الإخبارية الصادرة عن الأونروا رقم 20 اّذار ( 1980 ),"['O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORDINAL', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-DATE', 'O']"
النشرة الإخبارية الصادرة عن الأونروا رقم 42 كانون ثاني ( 1982 ),"['O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORDINAL', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-DATE', 'O']"
النشرة الإخبارية الصادرة عن الأونروا رقم 53 أيار ( 1983 ),"['O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORDINAL', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'B-DATE', 'O', 'I-DATE', 'O']"
النشرة الإخبارية الصادرة عن الأونروا رقم 77 تشرين ثاني ( 1984 ),"['O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORDINAL', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-DATE', 'O']"
النشرة الإخبارية الصادرة عن الأونروا رقم 86 ( 15 / 6 / 1985 ),"['O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']"
النشرة الإخبارية الصادرة عن الأونروا رقم 98 ( 15 / 12 / 1985 ),"['O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']"
الجريدة الرسمية لحكومة فلسطين ( 11 / 12 / 1928 ),"['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']"
برقية من وزير الدولة لشؤون المستعمرات إلى المفوض السامي لفلسطين ، رقم 194 ( 1929 ),"['O', 'O', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'O', 'B-OCC', 'I-OCC', 'I-OCC', 'O', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'O']","['O', 'O', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-DATE', 'O', 'B-DATE', 'O']"
زيارة الحاج أمين الحسيني للعراق والهند : الخلافة,"['O', 'O', 'B-PERS', 'I-PERS', 'B-GPE', 'B-GPE', 'O', 'O']","['O', 'B-OCC', 'B-PERS', 'I-PERS', 'B-GPE', 'O', 'O', 'O']"
صورة زفاف إلياس عودة ديبيني وإميلي عروماني ( 1890 ),"['O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'B-PERS', 'I-PERS', 'O', 'B-DATE', 'O']","['O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'I-PERS', 'O', 'B-DATE', 'O']"
بيان صحفي للأونروا 29 كانون الثاني ( 1982 ),"['O', 'O', 'B-ORG', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'I-DATE', 'O']"
ابرز المعالم التاريخية والسياحية في مدينة رام الله,"['O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE']","['O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE']"
ياسر عرفات ( أبو عمار ) في روما ( 1985 ),"['B-PERS', 'I-PERS', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'B-GPE', 'O', 'B-DATE', 'O']","['B-PERS', 'I-PERS', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'B-GPE', 'O', 'B-DATE', 'O']"
اجيال من اللاجئين الفلسطينيين في مخيمات الشتات : مخيم البقعة في الأردن,"['O', 'O', 'B-NORP', 'I-NORP', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE']","['O', 'O', 'B-NORP', 'I-NORP', 'O', 'O', 'O', 'O', 'B-GPE', 'I-FAC', 'I-FAC', 'B-GPE']"
احد اللاجئين في مخيم البقعة في الأردن,"['O', 'B-NORP', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE']","['O', 'O', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'I-FAC']"
احكام ومحاكمات وغرامات مالية ضد الفلسطينيين تاريخ ( 1 / 12 / 1986 ),"['O', 'O', 'O', 'O', 'O', 'B-NORP', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']"
أحمد حلمي باشا مع عدد من الشخصيات اليمنية والعربية امام دار الشورى في القاهرة ( 1950 ),"['B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'B-NORP', 'B-NORP', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'I-FAC', 'O', 'B-DATE', 'O']","['B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'I-NORP', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-DATE', 'O']"
اخبار الأونروا عدد 104 ( 15 / 3 / 1986 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']"
اخبار الأونروا عدد 108 ( 15 / 5 / 1986 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']"
اخبار الأونروا عدد 110 فيينا ( 15 / 6 / 1986 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'B-GPE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']","['O', 'O', 'O', 'B-CARDINAL', 'B-GPE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']"
اخبار الأونروا عدد 45 ، نيسان ( 1982 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'O', 'I-DATE', 'O']"
اخبار الأونروا عدد 46 ، ايار ( 1982 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'O', 'B-DATE', 'O']"
اخبار الأونروا عدد 48 ، تموز ( 1982 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-DATE', 'O', 'B-DATE', 'O', 'I-DATE', 'O']"
اخبار الأونروا عدد 49 ، آب ( 1982 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'O', 'I-DATE', 'O']"
اخبار الأونروا عدد 50 ، آب ( 1982 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'O', 'I-DATE', 'O']"
اخبار الأونروا عدد 65 ، تشرين الثاني ( 1983 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'I-DATE', 'O', 'I-DATE', 'O']"
اخبار الأونروا عدد 73 ، تموز ( 1984 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'O', 'I-DATE', 'O']"
اخبار الأونروا عدد 78 ، كانون الاول ( 1984 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'I-DATE', 'O', 'B-DATE', 'O']"
اخبار الأونروا عدد 80 ، شباط ( 1985 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'O', 'I-DATE', 'O']"
اخبار الأونروا عدد 81 ، اذار ( 1985 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'B-DATE', 'O']"
اخبار الأونروا عدد 82 ، نيسان ( 1985 ),"['O', 'B-ORG', 'O', 'B-ORDINAL', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'O', 'I-DATE', 'O']"
""""""""" اختتام اعمال الدورة ال """""""" """""""" 17 """""""" """""""" المجلس الوطني الفلسطيني """"""""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
صورة لمعتقل قرية صرفند - حيفا اثناء ثورة فلسطين ( 1936 - 1939 ),"['O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT']","['O', 'O', 'B-GPE', 'I-FAC', 'I-FAC', 'B-GPE', 'O', 'I-EVENT', 'I-EVENT', 'O', 'I-EVENT', 'I-DATE', 'I-EVENT', 'O']"
صورة لأدوات فخارية من قرية بيت نبالا,"['O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE']","['O', 'O', 'O', 'O', 'B-GPE', 'I-FAC', 'I-FAC']"
اراضي قرية اليامون قضاء مدينة جنين : حجة اراضي تبين طبيعة البيع والشراء وشروط الإتفاق ( 1335 ),"['O', 'B-GPE', 'I-GPE', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'B-GPE', 'I-FAC', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O']"
اراضي قرية اليامون قضاء مدينة جنين : حجة اراضي تبين طبيعة البيع والشراء وشروط الإتفاق ( 1318 ) هجري,"['O', 'B-GPE', 'I-GPE', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'B-GPE', 'I-FAC', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O']"
صورة لأسبلة مدينة القدس : سبيل السلطان العثماني سليمان القانوني,"['O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'I-FAC', 'I-FAC']","['O', 'B-ORG', 'B-GPE', 'I-GPE', 'O', 'O', 'B-OCC', 'I-OCC', 'B-PERS', 'I-PERS']"
صورة لاسبلة مدينة القدس : سبيل قاسم باشا,"['O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-FAC', 'I-FAC', 'I-FAC']","['O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'B-PERS', 'I-PERS']"
صورة أسعد محمد أسعد محاجنة صاحب حاصل ومختار قرية اللجون اثناء الفترة ( 1941 / 1948 ),"['O', 'B-PERS', 'I-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'B-OCC', 'I-OCC', 'I-OCC', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']"
صورة اطفال اللجوء من مخيم الفارعة في مسيرة الشموع في مدينة نابلس,"['O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-EVENT', 'I-EVENT', 'O', 'B-GPE', 'I-GPE']","['O', 'B-NORP', 'I-NORP', 'O', 'B-FAC', 'I-FAC', 'O', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'B-GPE', 'I-GPE']"
صورة اطفال المدارس من مخيم الفارعة في تظاهرة احياء ذكرى حرب 1948 ( النكبة ) في مدينة نابلس يرفعون اسماء القرى المهجرة,"['O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'B-EVENT', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O']","['O', 'B-NORP', 'I-NORP', 'O', 'B-FAC', 'I-FAC', 'O', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-GPE', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'B-NORP', 'I-NORP']"
صورة اطفال المدارس في مخيم مار إلياس في لبنان,"['O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'B-GPE']","['O', 'O', 'I-NORP', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'I-FAC', 'I-FAC']"
صورة اطفال بدو منطقة عرب الجهالين ( سلامات ) : اطفال التهجير القسري من قبل الاحتلال,"['O', 'O', 'B-NORP', 'I-NORP', 'I-NORP', 'I-NORP', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG']","['O', 'B-NORP', 'I-NORP', 'I-NORP', 'I-NORP', 'I-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
صورة لاطفال مدينة غزة : فقر حرمان ومستقبل مجهول,"['O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O']","['O', 'B-NORP', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O']"
صورة اطفال مخيم عايدة للاجئين الفلسطينيين في مدينة بيت لحم,"['O', 'B-NORP', 'I-NORP', 'I-NORP', 'I-NORP', 'I-NORP', 'O', 'B-GPE', 'I-GPE', 'I-GPE']","['O', 'B-NORP', 'I-NORP', 'I-FAC', 'I-NORP', 'I-NORP', 'O', 'B-GPE', 'I-GPE', 'I-GPE']"
اعضاء الوفود التي حضرت المؤتمر الإسلامي خلال حفل تكريم اقامه لهم الوطني الفلسطيني يوسف الدجاني في داره في مدينة يافا في ديسمبر ( كانون الاول ) ( ١٩٣١ ),"['O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['B-NORP', 'I-NORP', 'O', 'O', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'B-OCC', 'B-NORP', 'I-OCC', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O']"
صورة أكرم زعيتر وعوني عبد الهادي مع سجناء اخرين في معتقل قرية صرفند - حيفا عام ( 1936 ),"['O', 'B-PERS', 'I-PERS', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'O', 'B-GPE', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'B-PERS', 'I-PERS', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'I-FAC', 'I-FAC', 'B-DATE', 'I-DATE', 'I-DATE', 'O']"
أمر إداري صادر عن قيادة قوات الإنقاذ ( 28 / 2 / 1948 ),"['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']"
صورة لأنقاض بناية مقر الحزب العربي الفلسطيني في قرية عنابة,"['O', 'O', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'I-FAC', 'O', 'B-GPE', 'I-GPE']","['O', 'O', 'O', 'B-FAC', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-GPE', 'I-GPE']"
إتفاقية السلام الأردنية - الإسرائيلية : ( 1994 / 10 / 26 ),"['B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']","['I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']"
إحتفالات اهالي مخيم دير البلح بإحياء ذكرى حرب 1948 ( النكبة ),"['O', 'B-NORP', 'I-NORP', 'I-NORP', 'I-NORP', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'B-EVENT', 'O']","['O', 'B-NORP', 'I-NORP', 'I-NORP', 'I-NORP', 'O', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-GPE', 'O']"
صورة لإحتلال قرية صفصاف سنة ( 1948 ),"['O', 'O', 'B-GPE', 'I-GPE', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'B-GPE', 'B-DATE', 'O', 'I-DATE', 'O']"
صورة لإحتلال قرية الفالوجة سنة ( 1948 ) م,"['O', 'O', 'B-GPE', 'I-GPE', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'I-FAC', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O']"
صورة لإحدى الطالبات في مدارس الأونروا في مخيم طولكرم,"['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-GPE', 'I-GPE']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-FAC']"
صورة لإحدى صفوف التعليم في مخيم عين الحلوة في لبنان,"['O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'B-GPE']","['O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-FAC', 'I-FAC', 'I-FAC', 'I-FAC']"
اخطار تنفيذ رئيس بلدية مدينة البيرة إلى مدير الأوقاف,"['O', 'O', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'O', 'B-OCC', 'I-OCC']","['O', 'O', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'O', 'B-OCC', 'I-OCC']"
