Text,True Labels,Predicted labels
", واذا ما أحسن اللبنانيون ممارسة السلطة وحافظوا على النظام الإجتماعي الذي رسخوا مبادئه وكانت ملاذاً في الأزمات ، واذا انعتقوا من سياسة المحاور","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
سوف يعود لبنان الى سابق عهده صلة وصل بين الحضارة الغربية والشرق,"['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", 2 – لطالما عانى لبنان الخطر على مر التاريخ بفعل ذلك الممر المعرّض لتجاذبات الامبراطوريات الكبرى بحكم لعنة الجغرافيا","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"بداية هل لك أن تشرح لنا نظريات الجغرافية السياسية وأي منها تنسجم مع طبيعة وخصوصية لبنان ؟ , أ – في تعريف مصطلح الجغرافيا السياسية , نشأ هذا العلم الهام في الفترة بين الحربين العالميتين الأولى والثانية","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وارتقى الى مصاف العلوم العسكرية والسياسية الرفيعة في الحرب العالمية الثانية,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", ولهذا العلم العديد من المدارس والنظريات ، وقد تطور تطورا هائلا بدخول القرن الحادي والعشرين","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", والجيوبولتيكا لا تضع الجغرافيا وحقائقها فقط في خدمة حركة ونشاط الدولة السياسي ، فالجغرافيا تبقى عنصراً هاما من عناصر القوة في بناء الدولة السياسي","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
بالإضافة الى باقي المقومات الديمغرافية والطبيعية والعسكرية,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
", الانطلاقة الحقيقية لهذا العلم بمنهجياته ومحدداته الأساسية تعود إلى الألماني فردريك راتزل ( 1844 - 1904 ) الذي يرجع إليه الفضل في كتابة أول مؤلف في الجيوبوليتكا يحمل عنوان “ الجغرافيا السياسية ” في عام 1897م : ومن نظرياته “ الروابط القوية بين القوى القارية والقوى السياسية من خلال نظرية النشوء والارتقاء ”","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", والمفاهيم الثلاثة الأخرى الأكثر انتشاراً حول النظرية الاستراتيجيه للدولة ، هي : , نظرية رودولف كيلن ( 1864 - 1922 ) : القوة أهم من القانون , نظرية كارل هوسهوفر ( 1869 - 1946 ) : الدولة الكبيرة لان الدولة الصغيرة مصيرها الزوال , نظرية هالفورد ماكيندر ( 1861 - 1947 ) : نظرية “ أوراسيا ” قلب العالم –","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
يحكم أوراسيا يحكم العالم,"['O', 'B-LOC', 'O', 'O']","['O', 'B-LOC', 'O', 'O']"
", ب – قبل ان نستنتج أي من النظريات تلائم لبنان – الدولة ، ينبغي الإلمام ببعض القواعد التي تمثل “ مبادئ إجرائية ” تتألف من مجموعة من الفروض الجغرافية السياسية التي تنطلق منها الدولة في صياغة سياستها الخارجية وبناء علاقاتها الدولية","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", وهذه القواعد تتضمن : تحديد مصالح الدولة ، وتحديد مصادر التهديد التي تتعرض لها تلك المصالح ، من ثم مخطط الرد لمواجهة التهديدات المزعزمة","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ان وقعت,"['O', 'O']","['O', 'O']"
وبالتالي بيان المبررات التي تقدم الاتخاذ مثل هذا الرد,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", وهنا يبدو أن النظرية التي يستطيع لبنان اعتمادها ، برأيي ، هي نظرية كارل هوسهوفر صاحب المدرسة التي جهزت الفكر الألماني بنظرية “ عضوية الدولة وضرورة زحزحة حدودها لتشمل أراضي تتناسب مع متطلباتها الجغرافية وتحقق ضم الأراضي التي يقطنها الجنس الآري ”","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", والمقصود هنا فقط التخطيط لدور تكاملي يضمن للبنان عبر إنخراطه في منظومة تكاملية في الإقليم الذي يسميه الغرب The Levent أو الشرق الأوسط","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC']"
مواجهة المخاطر التي تتهدد مصالحه الخارجية ، حيث يستطيع الإقليم ، من خلال هذا الدور ، تحقيق مدى حيوي للموارد وللعنصر البشري المتجانس منذ ما قبل التاريخ ليكون بديلاً قويماً للتصارع العقيم بين القوميات أو الإثنيات أو الأديان أو المذاهب,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", في مجتمع العولمة الإقتصادية ، والتي لم تتأخر لتصبح عولمة تكنولوجية ، امام التطور الهائل في وسائل اتصال وشبك المعلومات خاض الشباب العربي ظاهرة “ ثورات الربيع ”","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
التي وصف الأميركي فرانسيس فوكوياما – صاحب نظرية نهاية التاريخ – إحداها ( مصر ) بأنها “ انتفاضة شبان يافعين وغاضبين من الطبقة الوسطى,"['O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
استخدموا فايس بوك وتويتر لتنظيم احتجاجاتهم ، ولكشف فظائع النظام ، وحشد الدعم لمصر ديمقراطية ”,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", التجسيد الرئيس لهذه الحقيقة تمثّل في بروز مايسميه جورغان هابرماس Jurgen Habermas المجال أو الحقل العام ، الذي هو كناية عن شبكة اتصالات يستطيع الأفراد من خلالها بلورة وطرح حاجاتهم الاجتماعية","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
فيقود ذلك في نهاية المطاف إلى تشكُّل رأي عام واسع ينتقد بشكل عام السلطات القائمة سواء أكانت دينية أو مدنية أو عسكرية,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", لم يكن لبنان بمنأى عما يحصل في جواره ، ولو جاء حراكه متأخراً","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", وما رأيناه من تداعيات على واقع ثورات الربيع لا يوحي بثقة الوصول الى خواتيم يشتهيها دعاة الحرية والكرامة ، ولكن لا عودة الى الوراء امام اصرار شباب لبنان على خوض معركة الإصلاح سيما وأن كل الوعود من زعماء طوائف واقطاع سياسي مالي ناهب للمال العام سقطت ولم تعد تجدِ نفعاً","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", التحديات التي تتحكم بلبنان قوية وما زالت تصاعدية في ظل عوامل ثلاث : , والعامل الثاني إقليمي ، ويتلخص بوقوعه في منطقة جغرافية يتنازع عليها دول إقليمية ثلاث ذوي أطماع لم نعرف حدودها حتى اليوم","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وهي تركيا وإيران واسرائيل,"['O', 'B-LOC', 'B-LOC', 'B-ORG']","['O', 'B-LOC', 'B-LOC', 'B-ORG']"
", والعامل الثالث دولي مرتبط بتداعيات حل المسألة الفلسطينية على طريقة صفقة القرن والتي تنصبّ الجهود الأميركية منفردة على تنفيذها على حساب كافة دول الإقليم ومنها لبنان","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
", وليس الحل ولن يكون بسياسة “ النأي بالنفس ” في ظل عدو يتربص بحدودنا الجنوبية ، وفي انتشار مرعب للعولمة الإقتصادية","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
والهيمنة القطبية من دولة واحدة,"['O', 'O', 'O', 'O', 'O']","['B-LOC', 'I-LOC', 'O', 'O', 'O']"
", فهذا البعد يمثّل بالنسبة لدولة صغيرة المساحة ومتواضعة الموارد كلبنان ، الرئة المصلحية والعمق الإستراتيجي ، والذي من خلاله يمكن له أن يستثمر طاقاته البشرية وإمكانياته الثقافية - الفكرية الوقّادة في الآفاق العربية الرحبة المشبعة بالإرث الحضاري والثروات الطبيعية والفرص الاستثمارية","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ويستثمر جغرافيته المميزة,"['O', 'O', 'O']","['O', 'O', 'O']"
", 4 – يقول هالفورد ماكيندر أن من يمتلك الجغرافيا يملك العالم","['O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O']"
"برأيك ما هي تحديات لبنان التي تعيقه من إمتصاص لعنة الجغرافيا ؟ , امتلاك الجغرافيا تطورت وسائله من نظرية ماكيندر التي تعتبر السيطرة البرية على قلب العالم “ الأوراسيا ” – اصطلاح ( قلب العالم : ويمتد من نهر الفلغا غرباً إلى شرق سيبيريا","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC']"
ومن المحيط المتجمد الشمالي إلى هضاب إيران وافغانستان وبولوجستان في الجنوب ) – هو السيطرة على العالم من نظريات السيطرة البحرية من ثم السيطرة الجوية وصولاً الى العولمة المعلوماتية والتكنوشبكية,"['O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
